0.220769	0.675128
0.275962	1.002051
0.331154	1.252244
0.386346	1.450385
0.441538	1.624038
0.496731	1.790449
0.551923	1.944167
0.607115	2.06859
0.662308	2.199679
0.7175	        2.309679
0.772692	2.39609
0.827885	2.488077
0.883077	2.563846
0.938269	2.649231
0.993462	2.732628
1.048654	2.788654
1.103846	2.861667
1.159038	2.942115
1.214231	2.991218
1.269423	3.047115
1.324615	3.107692
1.379808	3.15609
1.435	        3.216026
1.490192	3.257885
1.545385	3.299679
1.600577	3.343333
1.655769	3.379744
1.710962	3.428397
1.766154	3.467179
1.821346	3.491026
1.876538	3.522692
1.931731	3.558462
1.986923	3.578526
2.042115	3.603077
2.097308	3.623013
2.1525	        3.639038
2.207692	3.646474
2.262885	3.660513
2.318077	3.667949
2.373269	3.69141
2.428462	3.715192
2.483654	3.723846
2.538846	3.738077
2.594038	3.740705
2.649231	3.757949
2.704423	3.78859
2.759615	3.792821
2.814808	3.786026
2.87	        3.802436
2.925192	3.839103
2.980385	3.846154
3.035577	3.846154
3.090769	3.846154
3.145962	3.846154
3.201154	3.846154
3.256346	3.846154
3.311538	3.846154
3.366731	3.846154
3.421923	3.846154
3.477115	3.846154
3.532308	3.846154
3.5875	        3.846154
3.642692	3.846154
3.697885	3.846154
3.753077	3.846154
3.808269	3.846154
3.863462	3.846154
3.918654	3.846154
3.973846	3.846154
4.029038	3.846154
4.084231	3.846154
4.139423	3.846154
4.194615	3.846154
4.249808	3.846154
4.305	        3.846154
4.360192	3.846154
4.415385	3.846154
4.470577	3.846154
4.525769	3.846154
4.580962	3.846154
4.636154	3.846154
4.691346	3.846154
4.746538	3.846154
4.801731	3.846154
4.856923	3.846154
4.912115	3.846154
4.967308	3.846154
5.0225	        3.846154
5.077692	3.846154
5.132885	3.846154
5.188077	3.846154
5.243269	3.846154
5.298462	3.846154
5.353654	3.794872
5.408846	3.768654
5.464038	3.750385
5.519231	3.743526
5.574423	3.754103
5.629615	3.750128
5.684808	3.711795
5.74	        3.700128
5.795192	3.710513
5.850385	3.675641
5.905577	3.639103
5.960769	3.616731
6.015962	3.599551
6.071154	3.590833
6.126346	3.567692
6.181538	3.560449
6.236731	3.559038
6.291923	3.529103
6.347115	3.504615
6.402308	3.499231
6.4575	        3.486154
